1, none, minecraft:the_void, AMBIENT, alexsmobs:fly, 10, 2, 3
3381, nether, byg:magma_wastes, MONSTER, minecraft:piglin, 15, 4, 4
3382, nether, byg:magma_wastes, MONSTER, minecraft:zombified_piglin, 30, 4, 4
3383, nether, byg:magma_wastes, CREATURE, alexsmobs:laviathan, 30, 1, 1
3384, nether, byg:magma_wastes, CREATURE, minecraft:strider, 30, 1, 2
3385, nether, byg:magma_wastes, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
3386, nether, byg:magma_wastes, WATER_AMBIENT, netherdepthsupgrade:magmacubefish, 10, 2, 4
3387, nether, byg:magma_wastes, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3388, nether, byg:subzero_hypogeal, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
3389, nether, byg:subzero_hypogeal, MONSTER, minecraft:enderman, 5, 4, 4
3390, nether, byg:subzero_hypogeal, MONSTER, minecraft:ghast, 30, 4, 4
3391, nether, byg:subzero_hypogeal, MONSTER, minecraft:magma_cube, 10, 4, 4
3392, nether, byg:subzero_hypogeal, MONSTER, minecraft:piglin, 15, 4, 4
3393, nether, byg:subzero_hypogeal, MONSTER, minecraft:zombified_piglin, 30, 4, 4
3394, nether, byg:subzero_hypogeal, CREATURE, alexsmobs:laviathan, 30, 1, 1
3395, nether, byg:subzero_hypogeal, CREATURE, minecraft:strider, 30, 1, 2
3396, nether, byg:subzero_hypogeal, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
3397, nether, byg:subzero_hypogeal, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3398, nether, byg:subzero_hypogeal, WATER_AMBIENT, netherdepthsupgrade:wither_bonefish, 10, 1, 3
3399, nether, byg:sythian_torrids, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
3400, nether, byg:sythian_torrids, MONSTER, minecraft:enderman, 5, 4, 4
3401, nether, byg:sythian_torrids, MONSTER, minecraft:ghast, 30, 4, 4
3402, nether, byg:sythian_torrids, MONSTER, minecraft:magma_cube, 10, 4, 4
3403, nether, byg:sythian_torrids, MONSTER, minecraft:piglin, 15, 4, 4
3404, nether, byg:sythian_torrids, MONSTER, minecraft:zombified_piglin, 30, 4, 4
3405, nether, byg:sythian_torrids, CREATURE, alexsmobs:laviathan, 30, 1, 1
3406, nether, byg:sythian_torrids, CREATURE, minecraft:strider, 30, 1, 2
3407, nether, byg:sythian_torrids, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
3408, nether, byg:sythian_torrids, WATER_AMBIENT, netherdepthsupgrade:lava_pufferfish, 15, 1, 5
3409, nether, byg:sythian_torrids, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3410, nether, byg:warped_desert, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
3411, nether, byg:warped_desert, MONSTER, minecraft:enderman, 5, 4, 4
3412, nether, byg:warped_desert, MONSTER, minecraft:ghast, 30, 4, 4
3413, nether, byg:warped_desert, MONSTER, minecraft:magma_cube, 10, 4, 4
3414, nether, byg:warped_desert, MONSTER, minecraft:piglin, 15, 4, 4
3415, nether, byg:warped_desert, MONSTER, minecraft:zombified_piglin, 30, 4, 4
3416, nether, byg:warped_desert, CREATURE, alexsmobs:laviathan, 30, 1, 1
3417, nether, byg:warped_desert, CREATURE, alexsmobs:warped_toad, 30, 5, 5
3418, nether, byg:warped_desert, CREATURE, minecraft:strider, 30, 1, 2
3419, nether, byg:warped_desert, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
3420, nether, byg:warped_desert, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3421, nether, byg:warped_desert, WATER_AMBIENT, netherdepthsupgrade:soulsucker, 10, 1, 2
3422, nether, byg:wailing_garth, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
3423, nether, byg:wailing_garth, MONSTER, minecraft:enderman, 5, 4, 4
3424, nether, byg:wailing_garth, MONSTER, minecraft:ghast, 30, 4, 4
3425, nether, byg:wailing_garth, MONSTER, minecraft:magma_cube, 10, 4, 4
3426, nether, byg:wailing_garth, MONSTER, minecraft:piglin, 15, 4, 4
3427, nether, byg:wailing_garth, MONSTER, minecraft:zombified_piglin, 30, 4, 4
3428, nether, byg:wailing_garth, CREATURE, alexsmobs:laviathan, 30, 1, 1
3429, nether, byg:wailing_garth, CREATURE, minecraft:hoglin, 30, 1, 2
3430, nether, byg:wailing_garth, CREATURE, minecraft:strider, 30, 1, 2
3431, nether, byg:wailing_garth, AMBIENT, mythicmounts:netherbat, 15, 1, 1
3432, nether, byg:wailing_garth, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
3433, nether, byg:wailing_garth, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3434, nether, byg:wailing_garth, WATER_AMBIENT, netherdepthsupgrade:soulsucker, 10, 1, 2
3435, nether, byg:arisian_undergrowth, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
3436, nether, byg:arisian_undergrowth, MONSTER, minecraft:enderman, 5, 4, 4
3437, nether, byg:arisian_undergrowth, MONSTER, minecraft:ghast, 30, 4, 4
3438, nether, byg:arisian_undergrowth, MONSTER, minecraft:magma_cube, 30, 2, 5
3439, nether, byg:arisian_undergrowth, MONSTER, minecraft:piglin, 15, 4, 4
3440, nether, byg:arisian_undergrowth, MONSTER, minecraft:zombified_piglin, 30, 4, 4
3441, nether, byg:arisian_undergrowth, CREATURE, alexsmobs:laviathan, 30, 1, 1
3442, nether, byg:arisian_undergrowth, CREATURE, minecraft:strider, 30, 1, 2
3443, nether, byg:arisian_undergrowth, AMBIENT, mythicmounts:netherbat, 15, 1, 1
3444, nether, byg:arisian_undergrowth, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
3445, nether, byg:arisian_undergrowth, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3446, nether, byg:weeping_mire, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
3447, nether, byg:weeping_mire, MONSTER, minecraft:enderman, 5, 4, 4
3448, nether, byg:weeping_mire, MONSTER, minecraft:ghast, 30, 4, 4
3449, nether, byg:weeping_mire, MONSTER, minecraft:magma_cube, 10, 4, 4
3450, nether, byg:weeping_mire, MONSTER, minecraft:piglin, 15, 4, 4
3451, nether, byg:weeping_mire, MONSTER, minecraft:zombified_piglin, 30, 4, 4
3452, nether, byg:weeping_mire, CREATURE, alexsmobs:laviathan, 30, 1, 1
3453, nether, byg:weeping_mire, CREATURE, minecraft:hoglin, 30, 1, 2
3454, nether, byg:weeping_mire, CREATURE, minecraft:strider, 30, 1, 2
3455, nether, byg:weeping_mire, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
3456, nether, byg:weeping_mire, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3457, nether, byg:quartz_desert, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
3458, nether, byg:quartz_desert, MONSTER, minecraft:enderman, 5, 4, 4
3459, nether, byg:quartz_desert, MONSTER, minecraft:ghast, 30, 4, 4
3460, nether, byg:quartz_desert, MONSTER, minecraft:magma_cube, 10, 4, 4
3461, nether, byg:quartz_desert, MONSTER, minecraft:piglin, 15, 4, 4
3462, nether, byg:quartz_desert, MONSTER, minecraft:zombified_piglin, 30, 4, 4
3463, nether, byg:quartz_desert, CREATURE, alexsmobs:laviathan, 30, 1, 1
3464, nether, byg:quartz_desert, CREATURE, minecraft:strider, 30, 1, 2
3465, nether, byg:quartz_desert, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
3466, nether, byg:quartz_desert, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3467, none, byg:ivis_fields, MONSTER, minecraft:enderman, 5, 1, 3
3468, none, byg:ivis_fields, MONSTER, minecraft:endermite, 10, 1, 2
3469, none, byg:ivis_fields, CREATURE, alexsmobs:cosmaw, 10, 1, 2
3470, none, byg:ivis_fields, CREATURE, alexsmobs:endergrade, 10, 2, 6
3471, none, byg:ivis_fields, CREATURE, alexsmobs:enderiophage, 10, 2, 2
3472, none, byg:ivis_fields, CREATURE, alexsmobs:spectre, 10, 1, 2
3473, none, byg:ivis_fields, CREATURE, cnb:end_whale, 10, 1, 1
3474, none, byg:ivis_fields, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
3475, none, byg:nightshade_forest, MONSTER, minecraft:enderman, 5, 1, 3
3476, none, byg:nightshade_forest, MONSTER, minecraft:endermite, 10, 1, 2
3477, none, byg:nightshade_forest, CREATURE, alexsmobs:cosmaw, 10, 1, 2
3478, none, byg:nightshade_forest, CREATURE, alexsmobs:endergrade, 10, 2, 6
3479, none, byg:nightshade_forest, CREATURE, alexsmobs:enderiophage, 10, 2, 2
3480, none, byg:nightshade_forest, CREATURE, alexsmobs:spectre, 10, 1, 2
3481, none, byg:nightshade_forest, CREATURE, cnb:end_whale, 10, 1, 1
3482, none, byg:nightshade_forest, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
3483, none, byg:ethereal_islands, MONSTER, minecraft:enderman, 5, 1, 3
3484, none, byg:ethereal_islands, MONSTER, minecraft:endermite, 10, 1, 2
3485, none, byg:ethereal_islands, CREATURE, alexsmobs:cosmaw, 10, 1, 2
3486, none, byg:ethereal_islands, CREATURE, alexsmobs:endergrade, 10, 2, 6
3487, none, byg:ethereal_islands, CREATURE, alexsmobs:enderiophage, 10, 2, 2
3488, none, byg:ethereal_islands, CREATURE, alexsmobs:spectre, 10, 1, 2
3489, none, byg:ethereal_islands, CREATURE, cnb:end_whale, 10, 1, 1
3490, none, byg:ethereal_islands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
3491, none, byg:viscal_isles, MONSTER, minecraft:enderman, 5, 1, 3
3492, none, byg:viscal_isles, MONSTER, minecraft:endermite, 10, 1, 2
3493, none, byg:viscal_isles, CREATURE, alexsmobs:cosmaw, 10, 1, 2
3494, none, byg:viscal_isles, CREATURE, alexsmobs:endergrade, 10, 2, 6
3495, none, byg:viscal_isles, CREATURE, alexsmobs:enderiophage, 10, 2, 2
3496, none, byg:viscal_isles, CREATURE, alexsmobs:spectre, 10, 1, 2
3497, none, byg:viscal_isles, CREATURE, cnb:end_whale, 10, 1, 1
3498, none, byg:viscal_isles, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
3499, none, byg:bulbis_gardens, MONSTER, minecraft:enderman, 5, 1, 3
3500, none, byg:bulbis_gardens, MONSTER, minecraft:endermite, 10, 1, 2
3501, none, byg:bulbis_gardens, CREATURE, alexsmobs:cosmaw, 10, 1, 2
3502, none, byg:bulbis_gardens, CREATURE, alexsmobs:endergrade, 10, 2, 6
3503, none, byg:bulbis_gardens, CREATURE, alexsmobs:enderiophage, 10, 2, 2
3504, none, byg:bulbis_gardens, CREATURE, alexsmobs:spectre, 10, 1, 2
3505, none, byg:bulbis_gardens, CREATURE, cnb:end_whale, 10, 1, 1
3506, none, byg:bulbis_gardens, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
3507, none, byg:shulkren_forest, MONSTER, minecraft:enderman, 5, 1, 3
3508, none, byg:shulkren_forest, MONSTER, minecraft:shulker, 10, 1, 1
3509, none, byg:shulkren_forest, CREATURE, alexsmobs:cosmaw, 10, 1, 2
3510, none, byg:shulkren_forest, CREATURE, alexsmobs:endergrade, 10, 2, 6
3511, none, byg:shulkren_forest, CREATURE, alexsmobs:enderiophage, 10, 2, 2
3512, none, byg:shulkren_forest, CREATURE, alexsmobs:spectre, 10, 1, 2
3513, none, byg:shulkren_forest, CREATURE, cnb:end_whale, 10, 1, 1
3514, none, byg:shulkren_forest, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
3515, none, byg:cryptic_wastes, MONSTER, minecraft:enderman, 5, 1, 3
3516, none, byg:cryptic_wastes, CREATURE, alexsmobs:cosmaw, 10, 1, 2
3517, none, byg:cryptic_wastes, CREATURE, alexsmobs:endergrade, 10, 2, 6
3518, none, byg:cryptic_wastes, CREATURE, alexsmobs:enderiophage, 10, 2, 2
3519, none, byg:cryptic_wastes, CREATURE, alexsmobs:spectre, 10, 1, 2
3520, none, byg:cryptic_wastes, CREATURE, cnb:end_whale, 10, 1, 1
3521, none, byg:cryptic_wastes, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
3522, none, byg:imparius_grove, MONSTER, minecraft:enderman, 5, 1, 3
3523, none, byg:imparius_grove, MONSTER, minecraft:endermite, 10, 1, 2
3524, none, byg:imparius_grove, CREATURE, alexsmobs:cosmaw, 10, 1, 2
3525, none, byg:imparius_grove, CREATURE, alexsmobs:endergrade, 10, 2, 6
3526, none, byg:imparius_grove, CREATURE, alexsmobs:enderiophage, 10, 2, 2
3527, none, byg:imparius_grove, CREATURE, alexsmobs:spectre, 10, 1, 2
3528, none, byg:imparius_grove, CREATURE, cnb:end_whale, 10, 1, 1
3529, none, byg:imparius_grove, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 12
3530, forest, ars_nouveau:archwood_forest, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
3531, forest, ars_nouveau:archwood_forest, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
3532, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:creeper, 30, 4, 4
3533, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:enderman, 5, 1, 4
3534, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:skeleton, 30, 4, 4
3535, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:slime, 30, 4, 4
3536, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:spider, 30, 4, 4
3537, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:witch, 5, 1, 1
3538, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:zombie, 30, 4, 4
3539, forest, ars_nouveau:archwood_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3540, forest, ars_nouveau:archwood_forest, MONSTER, quark:stoneling, 10, 1, 1
3541, forest, ars_nouveau:archwood_forest, MONSTER, quark:toretoise, 10, 2, 4
3542, forest, ars_nouveau:archwood_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
3543, forest, ars_nouveau:archwood_forest, CREATURE, alexsmobs:grizzly_bear, 20, 2, 3
3544, forest, ars_nouveau:archwood_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
3545, forest, ars_nouveau:archwood_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
3546, forest, ars_nouveau:archwood_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3547, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:blazing_weald_walker, 10, 1, 1
3548, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:cascading_weald_walker, 10, 1, 1
3549, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 3
3550, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3551, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:flourishing_weald_walker, 10, 1, 1
3552, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3553, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:starbuncle, 10, 3, 5
3554, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3555, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:vexing_weald_walker, 10, 1, 1
3556, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 3
3557, forest, ars_nouveau:archwood_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3558, forest, ars_nouveau:archwood_forest, CREATURE, crittersandcompanions:ferret, 5, 2, 3
3559, forest, ars_nouveau:archwood_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
3560, forest, ars_nouveau:archwood_forest, CREATURE, hexerei:crow, 20, 2, 5
3561, forest, ars_nouveau:archwood_forest, CREATURE, minecraft:chicken, 10, 4, 4
3562, forest, ars_nouveau:archwood_forest, CREATURE, minecraft:cow, 10, 4, 4
3563, forest, ars_nouveau:archwood_forest, CREATURE, minecraft:pig, 10, 4, 4
3564, forest, ars_nouveau:archwood_forest, CREATURE, minecraft:sheep, 12, 4, 4
3565, forest, ars_nouveau:archwood_forest, CREATURE, minecraft:wolf, 10, 4, 4
3566, forest, ars_nouveau:archwood_forest, CREATURE, mythicmounts:moth, 15, 1, 2
3567, forest, ars_nouveau:archwood_forest, CREATURE, mythicmounts:firebird, 1, 1, 1
3568, forest, ars_nouveau:archwood_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
3569, forest, ars_nouveau:archwood_forest, AMBIENT, minecraft:bat, 10, 8, 8
3570, forest, ars_nouveau:archwood_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3571, forest, ars_nouveau:archwood_forest, WATER_CREATURE, ars_elemental:siren_entity, 30, 1, 3
3572, forest, ars_nouveau:archwood_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3573, forest, ars_elemental:flashing_forest, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
3574, forest, ars_elemental:flashing_forest, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
3575, forest, ars_elemental:flashing_forest, MONSTER, minecraft:creeper, 30, 4, 4
3576, forest, ars_elemental:flashing_forest, MONSTER, minecraft:enderman, 5, 1, 4
3577, forest, ars_elemental:flashing_forest, MONSTER, minecraft:skeleton, 30, 4, 4
3578, forest, ars_elemental:flashing_forest, MONSTER, minecraft:slime, 30, 4, 4
3579, forest, ars_elemental:flashing_forest, MONSTER, minecraft:spider, 30, 4, 4
3580, forest, ars_elemental:flashing_forest, MONSTER, minecraft:witch, 5, 1, 1
3581, forest, ars_elemental:flashing_forest, MONSTER, minecraft:zombie, 30, 4, 4
3582, forest, ars_elemental:flashing_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3583, forest, ars_elemental:flashing_forest, MONSTER, quark:stoneling, 10, 1, 1
3584, forest, ars_elemental:flashing_forest, MONSTER, quark:toretoise, 10, 2, 4
3585, forest, ars_elemental:flashing_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
3586, forest, ars_elemental:flashing_forest, CREATURE, alexsmobs:grizzly_bear, 20, 2, 3
3587, forest, ars_elemental:flashing_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
3588, forest, ars_elemental:flashing_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
3589, forest, ars_elemental:flashing_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3590, forest, ars_elemental:flashing_forest, CREATURE, ars_elemental:flashing_weald_walker, 10, 1, 3
3591, forest, ars_elemental:flashing_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 3
3592, forest, ars_elemental:flashing_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3593, forest, ars_elemental:flashing_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3594, forest, ars_elemental:flashing_forest, CREATURE, ars_nouveau:starbuncle, 10, 3, 5
3595, forest, ars_elemental:flashing_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3596, forest, ars_elemental:flashing_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 3
3597, forest, ars_elemental:flashing_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3598, forest, ars_elemental:flashing_forest, CREATURE, crittersandcompanions:ferret, 5, 2, 3
3599, forest, ars_elemental:flashing_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
3600, forest, ars_elemental:flashing_forest, CREATURE, hexerei:crow, 20, 2, 5
3601, forest, ars_elemental:flashing_forest, CREATURE, minecraft:chicken, 10, 4, 4
3602, forest, ars_elemental:flashing_forest, CREATURE, minecraft:cow, 10, 4, 4
3603, forest, ars_elemental:flashing_forest, CREATURE, minecraft:pig, 10, 4, 4
3604, forest, ars_elemental:flashing_forest, CREATURE, minecraft:sheep, 12, 4, 4
3605, forest, ars_elemental:flashing_forest, CREATURE, mythicmounts:moth, 12, 1, 2
3606, forest, ars_elemental:flashing_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
3607, forest, ars_elemental:flashing_forest, AMBIENT, minecraft:bat, 10, 8, 8
3608, forest, ars_elemental:flashing_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3609, forest, ars_elemental:flashing_forest, WATER_CREATURE, ars_elemental:siren_entity, 30, 1, 3
3610, forest, ars_elemental:flashing_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3611, forest, ars_elemental:blazing_forest, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
3612, forest, ars_elemental:blazing_forest, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
3613, forest, ars_elemental:blazing_forest, MONSTER, minecraft:creeper, 30, 4, 4
3614, forest, ars_elemental:blazing_forest, MONSTER, minecraft:enderman, 5, 1, 4
3615, forest, ars_elemental:blazing_forest, MONSTER, minecraft:skeleton, 30, 4, 4
3616, forest, ars_elemental:blazing_forest, MONSTER, minecraft:slime, 30, 4, 4
3617, forest, ars_elemental:blazing_forest, MONSTER, minecraft:spider, 30, 4, 4
3618, forest, ars_elemental:blazing_forest, MONSTER, minecraft:witch, 5, 1, 1
3619, forest, ars_elemental:blazing_forest, MONSTER, minecraft:zombie, 30, 4, 4
3620, forest, ars_elemental:blazing_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3621, forest, ars_elemental:blazing_forest, MONSTER, quark:stoneling, 10, 1, 1
3622, forest, ars_elemental:blazing_forest, MONSTER, quark:toretoise, 10, 2, 4
3623, forest, ars_elemental:blazing_forest, CREATURE, alexsmobs:blue_jay, 15, 2, 4
3624, forest, ars_elemental:blazing_forest, CREATURE, alexsmobs:grizzly_bear, 19, 2, 3
3625, forest, ars_elemental:blazing_forest, CREATURE, alexsmobs:raccoon, 11, 2, 4
3626, forest, ars_elemental:blazing_forest, CREATURE, alexsmobs:skunk, 9, 1, 2
3627, forest, ars_elemental:blazing_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3628, forest, ars_elemental:blazing_forest, CREATURE, ars_nouveau:blazing_weald_walker, 10, 1, 1
3629, forest, ars_elemental:blazing_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 3
3630, forest, ars_elemental:blazing_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3631, forest, ars_elemental:blazing_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3632, forest, ars_elemental:blazing_forest, CREATURE, ars_nouveau:starbuncle, 10, 3, 5
3633, forest, ars_elemental:blazing_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3634, forest, ars_elemental:blazing_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 3
3635, forest, ars_elemental:blazing_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3636, forest, ars_elemental:blazing_forest, CREATURE, crittersandcompanions:ferret, 5, 2, 3
3637, forest, ars_elemental:blazing_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 2
3638, forest, ars_elemental:blazing_forest, CREATURE, hexerei:crow, 20, 2, 5
3639, forest, ars_elemental:blazing_forest, CREATURE, minecraft:chicken, 10, 4, 4
3640, forest, ars_elemental:blazing_forest, CREATURE, minecraft:cow, 10, 4, 4
3641, forest, ars_elemental:blazing_forest, CREATURE, minecraft:pig, 10, 4, 4
3642, forest, ars_elemental:blazing_forest, CREATURE, minecraft:sheep, 12, 4, 4
3643, forest, ars_elemental:blazing_forest, CREATURE, mythicmounts:moth, 14, 1, 2
3644, forest, ars_elemental:blazing_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
3645, forest, ars_elemental:blazing_forest, AMBIENT, minecraft:bat, 10, 8, 8
3646, forest, ars_elemental:blazing_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3647, forest, ars_elemental:blazing_forest, WATER_CREATURE, ars_elemental:siren_entity, 30, 1, 3
3648, forest, ars_elemental:blazing_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 22, 5, 12
3649, forest, ars_elemental:cascading_forest, MONSTER, ars_nouveau:wilden_hunter, 10, 1, 1
3650, forest, ars_elemental:cascading_forest, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
3651, forest, ars_elemental:cascading_forest, MONSTER, minecraft:creeper, 30, 4, 4
3652, forest, ars_elemental:cascading_forest, MONSTER, minecraft:enderman, 5, 1, 4
3653, forest, ars_elemental:cascading_forest, MONSTER, minecraft:skeleton, 30, 4, 4
3654, forest, ars_elemental:cascading_forest, MONSTER, minecraft:slime, 30, 4, 4
3655, forest, ars_elemental:cascading_forest, MONSTER, minecraft:spider, 30, 4, 4
3656, forest, ars_elemental:cascading_forest, MONSTER, minecraft:witch, 5, 1, 1
3657, forest, ars_elemental:cascading_forest, MONSTER, minecraft:zombie, 30, 4, 4
3658, forest, ars_elemental:cascading_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3659, forest, ars_elemental:cascading_forest, MONSTER, quark:stoneling, 10, 1, 1
3660, forest, ars_elemental:cascading_forest, MONSTER, quark:toretoise, 10, 2, 4
3661, forest, ars_elemental:cascading_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
3662, forest, ars_elemental:cascading_forest, CREATURE, alexsmobs:grizzly_bear, 20, 2, 3
3663, forest, ars_elemental:cascading_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
3664, forest, ars_elemental:cascading_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
3665, forest, ars_elemental:cascading_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3666, forest, ars_elemental:cascading_forest, CREATURE, ars_nouveau:cascading_weald_walker, 10, 1, 1
3667, forest, ars_elemental:cascading_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 3
3668, forest, ars_elemental:cascading_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3669, forest, ars_elemental:cascading_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3670, forest, ars_elemental:cascading_forest, CREATURE, ars_nouveau:starbuncle, 10, 3, 5
3671, forest, ars_elemental:cascading_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3672, forest, ars_elemental:cascading_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 3
3673, forest, ars_elemental:cascading_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3674, forest, ars_elemental:cascading_forest, CREATURE, crittersandcompanions:ferret, 5, 2, 3
3675, forest, ars_elemental:cascading_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
3676, forest, ars_elemental:cascading_forest, CREATURE, hexerei:crow, 20, 2, 5
3677, forest, ars_elemental:cascading_forest, CREATURE, minecraft:chicken, 10, 4, 4
3678, forest, ars_elemental:cascading_forest, CREATURE, minecraft:cow, 10, 4, 4
3679, forest, ars_elemental:cascading_forest, CREATURE, minecraft:pig, 10, 4, 4
3680, forest, ars_elemental:cascading_forest, CREATURE, minecraft:sheep, 12, 4, 4
3681, forest, ars_elemental:cascading_forest, CREATURE, mythicmounts:moth, 13, 1, 2
3682, forest, ars_elemental:cascading_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
3683, forest, ars_elemental:cascading_forest, AMBIENT, minecraft:bat, 10, 8, 8
3684, forest, ars_elemental:cascading_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
